id,xgb_final,lr_final,rf_final,y_test
118568,0.9226004083951315,0.798149185870013,0.8307457906426574,True
60068,0.9516223271687826,0.9584562171213683,0.954609824786167,True
32028,0.0008882618664453427,0.049828697629421485,0.06039924041043641,False
112968,0.06706565742691357,0.043772493199287686,0.05920175083697033,False
32075,0.6705811023712158,0.8039722390727976,0.5854743584040395,True
78237,0.8060112198193868,0.8716618465879348,0.8906104309090831,True
125939,0.10722782835364342,0.061570794720488105,0.07149466081595823,False
83395,0.14139327158530554,0.12229485333560931,0.07417725536352815,False
23986,0.9886317054430643,0.9610724336831771,0.9592277686953178,True
66385,0.8185024460156759,0.8009644112467552,0.7916118980581427,True
9026,0.4938853482405345,0.3080644890734057,0.3875175618057063,True
115049,0.7698155045509338,0.7673821192319398,0.8237748158158643,True
106097,0.29963325957457226,0.07220095765694444,0.09801672937198959,False
126527,0.6584150393803915,0.670087149087469,0.7310645505311223,True
118815,0.8350102106730143,0.7880547367965587,0.8741354296579228,True
127600,0.7895034551620483,0.8053003896263552,0.907728694771234,False
118490,0.1202249825000763,0.139926973156156,0.17390337080210758,False
113572,0.408025602499644,0.34244507634761695,0.30461144496120035,False
32217,0.006292406469583511,0.04034029182849217,0.04815627652487042,False
82972,0.5167702734470367,0.40949967300582185,0.5654442813004554,True
40576,0.8752696315447489,0.8184499575188807,0.9417949873102206,True
98236,0.8363936146100363,0.8413158559212742,0.9384873062680401,True
103928,0.9566263556480408,0.9799106962117312,0.9639022019837747,True
9596,0.6705811023712158,0.5899603162671597,0.6139063766859572,False
66052,0.692220151424408,0.7457726167677196,0.7892561024875894,False
40534,0.9605241815249125,0.9175218890139538,0.9156252742737067,True
126347,0.7385330597559611,0.6656273248226131,0.8642836137814256,True
103804,0.9006923238436381,0.8873050595377352,0.924618952623606,True
68187,0.8146528601646423,0.8881601666444933,0.8710891032209039,True
83097,0.920470138390859,0.9377714078012165,0.9338885378718206,True
104555,0.9719958106676737,0.9593029434907212,0.959851397890426,True
98273,0.7601361274719238,0.706097844845771,0.816896430086001,False
98237,0.6902690529823303,0.5603651834315685,0.688724313906326,True
78505,0.8662926554679871,0.9263570812197505,0.9455244339110437,True
60387,0.7307571768760681,0.7125396672081171,0.6515049735587759,True
66145,0.8841845591862997,0.8271686202069097,0.8242035938267582,False
78136,0.9204168915748596,0.9494945336376741,0.9173536611047842,True
32053,0.028412046454225976,0.08872052994592206,0.08734980898123217,False
126370,0.7747287750244141,0.8820629098212095,0.9436646099597225,True
83567,0.9898640513420105,0.9346259253103074,0.9649675195356778,True
116658,0.19409880290428796,0.12724281336038126,0.12291116822585609,False
83559,0.512113094329834,0.5968918069464629,0.530084562739885,True
40466,0.7631949981053671,0.8153157798971685,0.9399244672124163,True
78379,0.8913408915201823,0.9301381068174609,0.9560361788710399,True
82808,0.06706565742691357,0.06622519934941486,0.060829660257058805,False
97856,0.8975765705108643,0.9147238121454274,0.9659416771139063,True
60421,0.7385330597559611,0.6950140770669493,0.8722600128082334,True
75909,0.983806292215983,0.96982243738232,0.9457605553843016,True
70139,0.9821833372116089,0.9718481211557851,0.9531295967064083,True
65870,0.5648595293362936,0.7520616101356131,0.6678332363104332,False
113794,0.42886148889859516,0.5430872422311466,0.6720310404415577,True
55763,0.5600199600060781,0.7245881784216949,0.7005217157761177,True
32545,0.038354924491917096,0.061145481154909774,0.06317929505835863,False
83206,0.45633254448572796,0.45056274070719704,0.485585873923636,True
70070,0.6169677376747131,0.6808163016385332,0.45341302838510605,False
70285,0.1293490727742513,0.20636701502073093,0.07926777444445708,True
32215,0.007180668336028854,0.03440558906211239,0.05022519422639337,False
42232,0.7520573536554972,0.6670299500427185,0.7623990772118651,True
78290,0.8644966085751852,0.9791513807907858,0.9369310611792209,True
32250,0.006292406469583511,0.0580880669008019,0.060931104800568854,False
104121,0.9096692999204,0.8883392818417737,0.8922834516841669,False
40229,0.06444124691188335,0.054722541871272214,0.14139965682956152,False
127538,0.8841845591862997,0.9066070282916493,0.9031124017324247,True
39925,0.9283828337987264,0.8753895038991336,0.9001106616281952,True
104185,0.9559881687164307,0.954701897756672,0.9482250942757539,True
68677,0.7127750317255656,0.554341242789437,0.6121870330400959,True
118479,0.6506242752075195,0.5735454639274638,0.8618213101791546,True
127061,0.13840208450953165,0.2763690166849637,0.07518578766187978,False
127294,0.7440574765205383,0.7348695788389992,0.835374408641353,True
77944,0.9469829797744751,0.9945140753468035,0.9586658504310396,True
24044,0.7288805445035299,0.7572836157531322,0.6227607158210079,False
125881,0.5948875546455383,0.5288354585238803,0.44777408808218205,False
14424,0.7687194148699442,0.8848170278230038,0.8773199907478378,True
40074,0.7698155045509338,0.8260868787976361,0.9130279097085742,True
75823,0.9006923238436381,0.9025688899732806,0.9272052713762204,True
76124,0.8966750502586365,0.9392914340967066,0.8477471419897493,True
32167,0.4845899740854899,0.4203453547827998,0.4925458927800677,True
40235,0.007180668336028854,0.031915739210586,0.05844366214251472,False
39595,0.03329091891646385,0.07498528739994273,0.11308546325524903,False
78556,1.0,0.9754580484265368,0.9705597368167244,True
68091,0.13840208450953165,0.12354249713500036,0.17417179379959344,False
9088,0.3644106487433116,0.1118442993660802,0.06715246361379765,False
116107,0.7988144954045614,0.6452641702655518,0.6649289662545659,True
70312,0.7288805445035299,0.838201833571118,0.8041110801521988,False
118651,0.42886148889859516,0.5538098726696874,0.5273343814053183,False
83721,0.7698155045509338,0.92288326621878,0.8673977246222137,True
67907,0.5817941327889761,0.5500024262981262,0.4182193061117238,True
118528,0.34495676060517627,0.27071517898876274,0.33916025342209344,False
42172,0.6375226179758707,0.7513365936713301,0.5931451185484556,False
117957,0.3644106487433116,0.4775945074645447,0.6190953212803714,True
126317,0.5931618014971415,0.6338205901157541,0.8872413863484768,True
40088,0.3314121663570404,0.27636831549060387,0.36929454777482945,True
83631,0.6325682202974955,0.6162059341142481,0.5963348327861193,False
78165,0.9629906217257181,0.9716819753061413,0.9537503919250332,True
75942,0.8121673663457235,0.8457027178219884,0.7873563727206561,True
116413,0.7520573536554972,0.7627720280074145,0.7310535906298848,True
14827,0.5373364090919495,0.09296350767937682,0.15015480982530216,False
9311,0.25626155982414883,0.09052801103796772,0.10329583494184962,False
32445,0.0,0.05341114324060603,0.06010005109531771,False
98129,0.9516223271687826,0.951576560645459,0.9508405723667365,True
77801,0.7083256642023722,0.8736354588869423,0.8384056990696184,True
65757,0.7054745753606161,0.5302485112232426,0.6503725409319593,False
60250,0.08898763731122017,0.10511396512029693,0.065954233197993,False
82997,0.9784957567850748,0.9597461261103559,0.9181029453165704,True
78327,1.0,0.9956609022130299,0.971426999875837,True
104682,0.9983770449956259,0.9768302938939125,0.9321100439788049,True
115381,0.9310747186342875,0.9250666113138387,0.9520804887196084,True
98770,0.0790681167660902,0.03149996424891711,0.05388066513141001,False
66334,0.5948875546455383,0.4423317224975312,0.4895093839021765,False
104177,0.9928114811579386,0.9812411874940196,0.9429516260984537,True
59729,0.7385330597559611,0.816779425865696,0.8709040108247361,True
118378,0.593956728776296,0.6033538340321236,0.5619737546841429,False
60664,0.981443186601003,0.9484084964630434,0.9485522697287593,True
76157,0.22770193591713905,0.37227497219238465,0.22915694328631356,True
115205,0.3885347545146942,0.3737100257751929,0.5117202367207061,False
76364,0.9006923238436381,0.9051881123797458,0.901657749701467,True
31970,0.8644966085751852,0.7211178169714135,0.6587182340227397,True
17008,0.7631949981053671,0.9498436963145758,0.925687399482074,True
113594,0.7464852531750997,0.6598519385395721,0.8172427076854442,True
118020,0.40334341923395794,0.5165900516973689,0.49282962000940617,True
76457,0.9424430131912231,0.9266015335217884,0.9611628327532458,True
16767,0.6761341094970703,0.5102254437984449,0.5329797948861622,True
16705,0.5289328694343567,0.45945436472908635,0.543478030164429,False
103974,0.9983770449956259,0.9939554229911818,0.9696186099444546,True
78227,0.7895034551620483,0.8804090280025143,0.770991343928146,True
42353,0.7464604179064432,0.7416952603279691,0.8423594135419359,True
113715,0.6964673598607382,0.5494363968468616,0.6332708064757527,True
78726,0.6797165473302206,0.6929679733252114,0.4824414717163452,False
82954,0.8380491336186727,0.7655814734232008,0.7358229967054881,True
126249,0.523305078347524,0.5545947072961908,0.8179278530990303,True
78564,0.9516223271687826,0.9471569622735575,0.9418976643846314,False
115608,0.40334341923395794,0.40663181059025383,0.5418910978857865,False
68300,0.6330769856770834,0.45133931310224157,0.456599058048376,False
103853,0.8955171704292297,0.95490885496686,0.9418552103915974,True
56077,0.4410240848859151,0.5289887868499704,0.3855356519525391,False
67984,0.909974217414856,0.8926807885629287,0.8775248436764332,False
40100,0.430866539478302,0.41053965130507647,0.546120027812545,False
31984,0.37034493684768677,0.4539059038557424,0.5160292203742083,False
104471,0.7895034551620483,0.8627685731275538,0.635428738651407,True
39938,0.5817941327889761,0.5858995730328899,0.8007734839038719,False
42513,0.18244353185097376,0.16467448512315808,0.16476964298759703,False
104438,0.7582210103670756,0.9290595526127644,0.6463119382528476,True
39858,0.7385330597559611,0.6262303190272406,0.8566590600357307,True
